"","Author.Name","Auth.ID","Number.of.Documents","Subject.Area","Orc_ID","X"
"1432","Wu Andrew",56045713100,7,"Biochemistry, Genetics and Molecular Biology
Neuroscience
Pharmacology, Toxicology and Pharmaceutics
Agricultural and Biological Sciences
Chemistry
Medicine
","",NA
"1433","Wu Hong",55903415000,7,"Pharmacology, Toxicology and Pharmaceutics
Biochemistry, Genetics and Molecular Biology
Medicine
Neuroscience
","",NA
"1434","Wu Xiaoyun",55715114100,7,"Biochemistry, Genetics and Molecular Biology
Medicine
","",NA
"1435","Xue Jing",36705524600,7,"Biochemistry, Genetics and Molecular Biology
Medicine
Agricultural and Biological Sciences
","",NA
"1436","Xue Yukang",57201119471,7,"Social Sciences
Computer Science
Psychology
Arts and Humanities
Business, Management and Accounting
Environmental Science
Engineering
Medicine
","",NA
"1437","Yan Bin",55152028900,7,"Biochemistry, Genetics and Molecular Biology
Chemistry
Immunology and Microbiology
Pharmacology, Toxicology and Pharmaceutics
Physics and Astronomy
Materials Science
Environmental Science
","",NA
"1438","Yang Huahai",53873426900,7,"Computer Science
Mathematics
Social Sciences
Biochemistry, Genetics and Molecular Biology
","",NA
"1439","Ye Felix X.F.",57191474847,7,"Mathematics
Physics and Astronomy
Chemistry
Biochemistry, Genetics and Molecular Biology
","",NA
"1440","Yun Kwankoo",7102171367,7,"Economics, Econometrics and Finance
Mathematics
Social Sciences
Decision Sciences
","",NA
"1441","Zahavi Gerald",15043428300,7,"Arts and Humanities
Business, Management and Accounting
Social Sciences
","",NA
"1442","Zak Albin J.",38162690400,7,"Arts and Humanities
","",NA
"1443","Zhang Daiqiang",56412227600,7,"Economics, Econometrics and Finance
Mathematics
Decision Sciences
Social Sciences
","",NA
"1444","Zhang Yanda",57212172291,7,"Earth and Planetary Sciences
Environmental Science
","",NA
"1445","Zheng Bo",57189858973,7,"Materials Science
Physics and Astronomy
Chemistry
Energy
","",NA
"1446","Zhu Yikun",57219910308,7,"Chemistry
Materials Science
Chemical Engineering
Biochemistry, Genetics and Molecular Biology
Medicine
","",NA
"1447","Abraham Punnoose Jibin",56465987200,6,"Materials Science
Chemical Engineering
Biochemistry, Genetics and Molecular Biology
Chemistry
Social Sciences
","",NA
"1448","Agrawal Shubhi",57212912596,6,"Earth and Planetary Sciences
Energy
Medicine
Environmental Science
","",NA
"1449","Alim Adil",57195263662,6,"Computer Science
Engineering
Decision Sciences
Social Sciences
Mathematics
","",NA
"1450","Alonso Ramon C.",56188188700,6,"Nursing
Social Sciences
Medicine
Psychology
Arts and Humanities
","",NA
"1451","Ampel Benjamin C.",56449164900,6,"Psychology
Neuroscience
","",NA
"1452","Araki Koichi",7402551317,6,"Biochemistry, Genetics and Molecular Biology
Chemistry
Pharmacology, Toxicology and Pharmaceutics
Physics and Astronomy
","",NA
"1453","Arora Shashank",57193716457,6,"Computer Science
Engineering
Decision Sciences
Mathematics
","",NA
"1454","Aso Michitake",35072477900,6,"Social Sciences
Arts and Humanities
Environmental Science
Earth and Planetary Sciences
Multidisciplinary
Agricultural and Biological Sciences
","",NA
"1455","Banerjee Mukti",7201743824,6,"Biochemistry, Genetics and Molecular Biology
Medicine
","",NA
"1456","Barker Thomas M.",57189188600,6,"Social Sciences
Arts and Humanities
","",NA
"1457","Barry-Menkhaus Samantha A.",57214424591,6,"Medicine
Psychology
Health Professions
","",NA
"1458","Barth Karl W.",36763222300,6,"Physics and Astronomy
Materials Science
Chemistry
Engineering
","",NA
"1459","Barton Kristine A.",7007041091,6,"Psychology
Medicine
Neuroscience
","",NA
"1460","Bashe David M.",6504185905,6,"Agricultural and Biological Sciences
Biochemistry, Genetics and Molecular Biology
Medicine
","",NA
"1461","Bassill Nick P.",56195773700,6,"Earth and Planetary Sciences
Computer Science
Materials Science
Environmental Science
Engineering
Physics and Astronomy
Chemistry
","",NA
"1462","Becker Michael A.",56223055200,6,"Psychology
Medicine
Arts and Humanities
Social Sciences
Neuroscience
","",NA
"1463","Begum Thoin Farzana",57217251428,6,"Environmental Science
Medicine
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
Social Sciences
Agricultural and Biological Sciences
Neuroscience
","",NA
"1464","Belrose Jamie L.",53982498800,6,"Biochemistry, Genetics and Molecular Biology
Medicine
Neuroscience
","",NA
"1465","Bentley Alicia M.",57130274500,6,"Earth and Planetary Sciences
Social Sciences
Environmental Science
","",NA
"1466","Birnbaum Jeremy",55659648900,6,"Computer Science
Mathematics
Earth and Planetary Sciences
Decision Sciences
","",NA
"1467","Borris David P.",6603657563,6,"Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
","",NA
"1468","Bousman Kenneth S.",6508214233,6,"Chemistry
Materials Science
Biochemistry, Genetics and Molecular Biology
","",NA
"1469","Broussard James",57002898300,6,"Medicine
Psychology
","",NA
"1470","Butz Robert A.",7005165501,6,"Psychology
Medicine
Arts and Humanities
","",NA
"1471","Cammarere D.",6507869709,6,"Physics and Astronomy
Materials Science
Mathematics
Chemistry
","",NA
"1472","Castañeda Maria B.",57207551038,6,"Psychology
Business, Management and Accounting
Arts and Humanities
Economics, Econometrics and Finance
Social Sciences
","",NA
"1473","Cervera Neil J.",6506175255,6,"Social Sciences
Psychology
Medicine
","",NA
"1474","Chen D.",57199412535,6,"Physics and Astronomy
","",NA
"1475","Chen Ling",57192608988,6,"Physics and Astronomy
Mathematics
Engineering
Materials Science
","",NA
"1476","Chen Quan",56114557200,6,"Psychology
Arts and Humanities
Computer Science
Social Sciences
","",NA
"1477","Chen Xiaomeng",57206708501,6,"Materials Science
Physics and Astronomy
Engineering
Chemistry
","",NA
"1478","Chen Yunqing",55870409900,6,"Chemistry
Physics and Astronomy
Energy
","",NA
"1479","Christensen Edward R.",7202966584,6,"Psychology
Business, Management and Accounting
Social Sciences
Medicine
Arts and Humanities
","",NA
"1480","Church Thomas W.",7102848296,6,"Social Sciences
Business, Management and Accounting
Medicine
Nursing
Environmental Science
Health Professions
","",NA
"1481","Cornish Peter J.",7006159123,6,"Agricultural and Biological Sciences
Medicine
Psychology
","",NA
"1482","Cradic Melissa S.",57191535929,6,"Arts and Humanities
Social Sciences
","",NA
"1483","Crichton Brian A.L.",16490296900,6,"Chemistry
","",NA
"1484","Cummings Paul A.",24782435100,6,"Mathematics
","",NA
"1485","D'Andraia Frank",35558214900,6,"Social Sciences
Computer Science
Decision Sciences
","",NA
"1486","De Ferra Francesca",57207625793,6,"Immunology and Microbiology
Medicine
Biochemistry, Genetics and Molecular Biology
","",NA
"1487","DeVaux Rebecca Sinnott",57204578589,6,"Biochemistry, Genetics and Molecular Biology
Materials Science
Chemical Engineering
Medicine
Pharmacology, Toxicology and Pharmaceutics
Engineering
Chemistry
","",NA
"1488","DiGiacomo Ralph A.",7006992183,6,"Medicine
Immunology and Microbiology
Nursing
","",NA
"1489","Dorr Roswitha G.",7103099377,6,"Biochemistry, Genetics and Molecular Biology
Energy
Chemistry
","",NA
"1490","Du Hua",57203277284,6,"Earth and Planetary Sciences
Physics and Astronomy
Environmental Science
Mathematics
Chemistry
","",NA
"1491","Du Juan",44861314000,6,"Chemistry
Physics and Astronomy
Earth and Planetary Sciences
","",NA
"1492","Dwyer Catherine M.",35879224100,6,"Social Sciences
","",NA
"1493","Ekabo Opinya A.",6507083862,6,"Pharmacology, Toxicology and Pharmaceutics
Chemistry
Biochemistry, Genetics and Molecular Biology
Environmental Science
Agricultural and Biological Sciences
Medicine
","",NA
"1494","Emery Brian D.",57210171361,6,"Medicine
Health Professions
Environmental Science
Social Sciences
","",NA
"1495","Eson Morris E.",6506545940,6,"Social Sciences
Psychology
Arts and Humanities
Medicine
","",NA
"1496","Eswarakrishnan Seetha",15125478000,6,"Chemistry
Biochemistry, Genetics and Molecular Biology
Chemical Engineering
","",NA
"1497","Fadale Laverna M.",57168558400,6,"Social Sciences
Psychology
Business, Management and Accounting
","",NA
"1498","Farr Daniel",24396588800,6,"Social Sciences
Arts and Humanities
","",NA
"1499","Fukushima Takashi",24372743500,6,"Economics, Econometrics and Finance
","",NA
"1500","García Ramón",57705168500,6,"Psychology
Social Sciences
","",NA
"1501","Gasper Paul M.",55293177400,6,"Biochemistry, Genetics and Molecular Biology
Materials Science
Multidisciplinary
Chemistry
","",NA
"1502","Gerber Robert I.",7101722722,6,"Economics, Econometrics and Finance
Environmental Science
Social Sciences
","",NA
"1503","Green Robert",57220833719,6,"Engineering
Earth and Planetary Sciences
","",NA
"1504","Guan Shuyi",54893479100,6,"Psychology
Social Sciences
","",NA
"1505","Haas Andrew R.",36800004800,6,"Computer Science
Mathematics
","",NA
"1506","Habibzadeh Hadi",57214117425,6,"Computer Science
Engineering
Medicine
Neuroscience
","",NA
"1507","Hardt Robert H.",7004928886,6,"Psychology
Social Sciences
Medicine
","",NA
"1508","Harrison Yvonne D.",55387405900,6,"Social Sciences
Business, Management and Accounting
Computer Science
Earth and Planetary Sciences
Economics, Econometrics and Finance
","",NA
"1509","Heagle Amy B.",7006442969,6,"Biochemistry, Genetics and Molecular Biology
Engineering
Physics and Astronomy
Computer Science
","",NA
"1510","Heim John J.",36470227800,6,"Economics, Econometrics and Finance
Social Sciences
Mathematics
Business, Management and Accounting
","",NA
"1511","Helms Charles N.",51161295700,6,"Earth and Planetary Sciences
Engineering
","",NA
"1512","Hillhouse Joel J.",57196779466,6,"Psychology
Medicine
Agricultural and Biological Sciences
Neuroscience
","",NA
"1513","Horton Heather K.",16745184100,6,"Medicine
Neuroscience
Social Sciences
Psychology
","",NA
"1514","Huang K. G.",57198079203,6,"Physics and Astronomy
Materials Science
","",NA
"1515","Hull Joseph M.",55182841700,6,"Earth and Planetary Sciences
Engineering
Environmental Science
","",NA
"1516","Hung Weiting",56992244500,6,"Environmental Science
Earth and Planetary Sciences
","",NA
"1517","Hurley Ian",15620200100,6,"Chemistry
Biochemistry, Genetics and Molecular Biology
Physics and Astronomy
Materials Science
","",NA
"1518","Iles Brittany R.",57073930800,6,"Medicine
Psychology
Social Sciences
Arts and Humanities
","",NA
"1519","Ito T.",57221015601,6,"Physics and Astronomy
Materials Science
Chemistry
","",NA
"1520","Joris Pierre",37104357200,6,"Arts and Humanities
Social Sciences
","",NA
"1521","Karl Rethemeyer R.",57204101746,6,"Social Sciences
Nursing
Medicine
Business, Management and Accounting
Environmental Science
Arts and Humanities
Computer Science
","",NA
"1522","Karliner I.",57204528373,6,"Physics and Astronomy
","",NA
"1523","Katreddi Raghu Ram",55907954600,6,"Biochemistry, Genetics and Molecular Biology
Medicine
Neuroscience
Immunology and Microbiology
Pharmacology, Toxicology and Pharmaceutics
Agricultural and Biological Sciences
","",NA
"1524","Kaye Lara",26642506700,6,"Social Sciences
Medicine
Psychology
Nursing
","",NA
"1525","Kessler Jane",8710831100,6,"Social Sciences
Business, Management and Accounting
","",NA
"1526","Kim Dongsul",56109740100,6,"Medicine
Pharmacology, Toxicology and Pharmaceutics
Environmental Science
","",NA
"1527","Kim Mirihae",7406091527,6,"Medicine
Neuroscience
Psychology
Pharmacology, Toxicology and Pharmaceutics
","",NA
"1528","King Brittany R.",57205530561,6,"Psychology
Medicine
Arts and Humanities
","",NA
"1529","Köppel Günter",55610910700,6,"Medicine
Biochemistry, Genetics and Molecular Biology
Multidisciplinary
","",NA
"1530","Kumar Dinesh",57199657590,6,"Medicine
Social Sciences
Health Professions
Nursing
","",NA
"1531","Lanford Oscar E.",36884268200,6,"Chemical Engineering
Chemistry
Biochemistry, Genetics and Molecular Biology
","",NA
"1532","Lang Pengfei",22962104000,6,"Physics and Astronomy
","",NA
"1533","Lankford R. Hamilton",16468471700,6,"Economics, Econometrics and Finance
Social Sciences
Mathematics
Environmental Science
Decision Sciences
","",NA
"1534","Lehman Jeffrey R.",15134246500,6,"Social Sciences
Chemistry
","",NA
"1535","Li Chengze",22962468500,6,"Physics and Astronomy
","",NA
"1536","Li Yunshan",22962512100,6,"Physics and Astronomy
","",NA
"1537","Lim Joyce",7403454430,6,"Biochemistry, Genetics and Molecular Biology
","",NA
"1538","Lin Jeffrey Yen Ting",57202993055,6,"Engineering
Physics and Astronomy
Computer Science
Decision Sciences
","",NA
"1539","Liu Jun",55705957500,6,"Physics and Astronomy
Materials Science
","",NA
"1540","Liu Zhihua",55247848000,6,"Pharmacology, Toxicology and Pharmaceutics
Biochemistry, Genetics and Molecular Biology
","",NA
"1541","Longo Laura M.",56526331800,6,"Medicine
Psychology
Social Sciences
Pharmacology, Toxicology and Pharmaceutics
","",NA
"1542","Lovelace B.",16834797700,6,"Physics and Astronomy
Materials Science
","",NA
"1543","Ma Liqun",55720976200,6,"Biochemistry, Genetics and Molecular Biology
Neuroscience
","",NA
"1544","Maestro Kieran J.",57194384259,6,"Psychology
Medicine
Social Sciences
","",NA
"1545","Marten Patricia A.",6701837353,6,"Psychology
Medicine
","",NA
"1546","McCaffrey David P.",16064701700,6,"Business, Management and Accounting
Social Sciences
","",NA
"1547","McKeon Sascha Naomi",36603095400,6,"Medicine
Immunology and Microbiology
","",NA
"1548","McNeil Maxwell J.",57218795202,6,"Computer Science
Engineering
Decision Sciences
","",NA
"1549","McWilliam Donald C.",24565716100,6,"Chemistry
Materials Science
Chemical Engineering
Biochemistry, Genetics and Molecular Biology
","",NA
"1550","Megale Allison",57215592080,6,"Psychology
Social Sciences
Medicine
","",NA
"1551","Meng Hsiangcheng",24734246700,6,"Computer Science
Mathematics
Engineering
","",NA
"1552","Miller Jeaneé C.",55846113300,6,"Social Sciences
Psychology
Arts and Humanities
Medicine
","",NA
"1553","Moore Paul K.",7403685476,6,"Earth and Planetary Sciences
Physics and Astronomy
Environmental Science
","",NA
"1554","Morick Harold",16513686600,6,"Arts and Humanities
","",NA
"1555","Mossop Jonathan W.",6602979957,6,"Social Sciences
Arts and Humanities
","",NA
"1556","Muetzelfeld Hannah K.",56584455200,6,"Psychology
Social Sciences
","",NA
"1557","Murray Andrea D.",55279245200,6,"Psychology
Medicine
","",NA
"1558","Nasir M. Sarwar",36973372500,6,"Chemistry
Chemical Engineering
Biochemistry, Genetics and Molecular Biology
Materials Science
","",NA
"1559","Netzband Rachel E.",57194112666,6,"Immunology and Microbiology
Agricultural and Biological Sciences
Biochemistry, Genetics and Molecular Biology
Chemistry
","",NA
"1560","Nold Patrick",56472824900,6,"Arts and Humanities
Social Sciences
","",NA
"1561","Nowell Gregory P.",36796365900,6,"Social Sciences
Economics, Econometrics and Finance
Business, Management and Accounting
Medicine
","",NA
"1562","O'Connor Patrick A.",15078520600,6,"Psychology
Arts and Humanities
Computer Science
Social Sciences
","",NA
"1563","Patel Akul",57221952693,6,"Medicine
Immunology and Microbiology
Biochemistry, Genetics and Molecular Biology
Social Sciences
Pharmacology, Toxicology and Pharmaceutics
Health Professions
Neuroscience
","",NA
"1564","Patel Zubin P.",7003710745,6,"Materials Science
Physics and Astronomy
Engineering
","",NA
"1565","Patti Anne A.",35284196500,6,"Medicine
","",NA
"1566","Payne Annette",7201613756,6,"Medicine
Psychology
Agricultural and Biological Sciences
","",NA
"1567","Pessoa Pedro",57200279204,6,"Physics and Astronomy
Mathematics
Computer Science
Engineering
","",NA
"1568","Peterson John A.",16690402000,6,"Medicine
Social Sciences
Health Professions
Nursing
","",NA
"1569","Poehlmann Nancy Mitchell",6504612443,6,"Social Sciences
Computer Science
","",NA
"1570","Polvere Lauren",37073159900,6,"Social Sciences
Medicine
Environmental Science
Nursing
Health Professions
Psychology
","",NA
"1571","Portolese James E.",6506438829,6,"Earth and Planetary Sciences
Computer Science
Energy
Social Sciences
Engineering
","",NA
"1572","Powers James E.",7402498676,6,"Psychology
Social Sciences
Arts and Humanities
","",NA
"1573","Raghunathan K.",57197883967,6,"Physics and Astronomy
Materials Science
","",NA
"1574","Reaban Mary E.",6505847173,6,"Medicine
Biochemistry, Genetics and Molecular Biology
Immunology and Microbiology
Multidisciplinary
","",NA
"1575","Reiman Anna Kaisa",57226244144,6,"Psychology
Social Sciences
Arts and Humanities
Neuroscience
","",NA
"1576","Riccardi William N.",55490972700,6,"Economics, Econometrics and Finance
Business, Management and Accounting
Social Sciences
","",NA
